Law_Firm,Wins,Losses,Win_Rate,Neutral_Appearances,Appellant_Appearances,Respondent_Appearances,Law_Firm(from_text),Cases
enyo law,10,17,37.04,1,17,10,"enyo law, enyo law llp","{""2015"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2015/1146.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/379.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/839.html""], ""2016"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2016/1092.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/1138.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/445.html""], ""2017"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2017/1427.html""], ""2018"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2018/1762.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/1794.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/549.html""], ""2019"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2019/1708.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/830.html""], ""2021"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2021/221.html""], ""2022"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2022/1270.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2022/1587.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2022/305.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2022/910.html""], ""2023"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2023/112.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/1132.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/1480.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/327.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/507.html""], ""2024"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2024/28.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2024/64.html""], ""2025"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2025/369.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2025/399.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2025/41.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2025/760.html""]}"
epping forest district council,1,0,100.0,0,0,1,epping forest district council,"{""2016"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2016/404.html""]}"
equal justice solicitors,0,1,0.0,0,1,0,equal justice solicitors,"{""2018"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2018/1998.html""]}"
equality,0,0,,34,0,0,equality,"{""2015"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2015/935.html""], ""2016"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2016/29.html""], ""2017"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2017/1127.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/1308.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/1426.html""], ""2018"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2018/1395.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/1735.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/504.html""], ""2019"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2019/1724.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/5.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/615.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/692.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/9.html""], ""2020"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2020/37.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/445.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/542.html""], ""2025"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2025/109.html""]}"
equivo limited,1,0,100.0,0,1,0,equivo limited,"{""2024"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2024/302.html""]}"
ernst & young llp,1,3,25.0,0,2,2,ernst & young llp,"{""2015"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2015/1036.html""], ""2019"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2019/1909.html""], ""2021"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2021/186.html""], ""2024"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2024/1.html""]}"
essex county council,5,0,100.0,0,1,4,"essex county council, essex legal services","{""2015"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2015/1237.html""], ""2017"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2017/6.html""], ""2018"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2018/2172.html""], ""2025"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2025/4.html""], ""2024"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2024/1545.html""]}"
estate & corporate solicitors,0,1,0.0,0,1,0,estate & corporate solicitors,"{""2023"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2023/1073.html""]}"
european commission,0,1,0.0,0,0,1,european commission,"{""2018"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2018/1536.html""]}"
eversheds,30,26,53.57,2,29,27,"eversheds, eversheds llp, eversheds sutherland, eversheds sutherland (international llp, eversheds sutherland (international) llp, eversheds sutherland international llp, eversheds sutherland llp, eversheds sutherlands (international) llp","{""2018"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2018/1304.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/1586.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/1697.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/2084.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/2487.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/342.html""], ""2019"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2019/125.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/1640.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/1643.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/2075.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/2080.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/24.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/269.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/485.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/964.html""], ""2020"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2020/112.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/1645.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/1726.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/795.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/869.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/9.html""], ""2021"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2021/136.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2021/1858.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2021/474.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2021/551.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2021/90.html""], ""2022"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2022/1405.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2022/1557.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2022/29.html""], ""2023"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2023/20.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/253.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/325.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/825.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/826.html""], ""2024"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2024/1106.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2024/1282.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2024/541.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2024/843.html""], ""2025"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2025/127.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2025/20.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2025/265.html""], ""2017"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2017/1188.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/46.html""], ""2015"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2015/1000.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/1060.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/116.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/228.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/540.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/800.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/841.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/91.html""], ""2016"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2016/1064.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/1309.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/31.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/555.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/562.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/983.html""]}"
ewc legal advisers,1,1,50.0,0,0,2,ewc legal advisers,"{""2023"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2023/756.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/883.html""]}"
"ewen cameron, solicitor, targetfollow estates ltd",0,1,0.0,0,1,0,"ewen cameron, solicitor, targetfollow estates ltd","{""2022"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2022/19.html""]}"
excello law,0,1,0.0,0,0,1,excello law,"{""2019"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2019/51.html""]}"
express solicitors,0,2,0.0,0,1,1,"express solicitors, express solicitors limited","{""2025"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2025/775.html""], ""2015"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2015/1287.html""]}"
f barnes,1,0,100.0,0,1,0,f barnes,"{""2015"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2015/274.html""]}"
fadiga & co,1,1,50.0,0,2,0,fadiga & co,"{""2015"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2015/643.html""], ""2016"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2016/458.html""]}"
faegre drinker biddle,1,0,100.0,0,0,1,faegre drinker biddle,"{""2022"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2022/302.html""]}"
fairweather law limited,0,2,0.0,0,2,0,"fairweather law limited, fairweathers solicitors llp","{""2019"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2019/1423.html""], ""2018"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2018/1307.html""]}"
family law practice,0,1,0.0,0,0,1,family law practice,"{""2016"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2016/931.html""]}"
farani javid taylor,0,4,0.0,0,4,0,"city solicitors limited trading as farani taylor solicitors, farani javid taylor, farani javid taylor solicitors llp, farani taylor solicitors","{""2022"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2022/415.html""], ""2019"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2019/828.html""], ""2016"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2016/675.html""], ""2015"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2015/744.html""]}"
fareham legal services partnership,1,0,100.0,0,0,1,fareham legal services partnership,"{""2022"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2022/983.html""]}"
farnworth shaw,0,1,0.0,0,1,0,farnworth shaw,"{""2016"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2016/402.html""]}"
farrer & co,8,5,61.54,1,5,8,"farrer & co, farrer & co llp, farrer & co. llp, farrers & co, london wc2a 3lh","{""2017"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2017/20.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/2056.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/2632.html""], ""2025"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2025/19.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2025/379.html""], ""2015"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2015/143.html""], ""2018"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2018/2266.html""], ""2020"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2020/1457.html""], ""2021"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2021/1093.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2021/112.html""], ""2022"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2022/706.html""], ""2019"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2019/1663.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/1759.html""]}"
fasken martineau llp,0,1,0.0,0,0,1,fasken martineau llp,"{""2015"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2015/450.html""]}"
fbc manby bowdler llp,1,1,50.0,0,1,1,fbc manby bowdler llp,"{""2016"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2016/1057.html""], ""2017"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2017/68.html""]}"
feltons law,1,0,100.0,0,0,1,feltons law,"{""2018"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2018/803.html""]}"
fenchurch law (uk) limited,1,2,33.33,0,2,1,"fenchurch law (uk) limited, fenchurch law (uk) ltd, fenchurch law ltd","{""2024"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2024/1281.html""], ""2023"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2023/1484.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/999.html""]}"
fenwick elliott llp,2,0,100.0,0,1,1,fenwick elliott llp,"{""2015"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2015/407.html""], ""2017"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2017/27.html""]}"
fernandes vaz solicitors,1,1,50.0,0,2,0,fernandes vaz solicitors,"{""2015"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2015/663.html""], ""2016"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2016/770.html""]}"
field fisher,23,14,62.16,1,19,18,"feildfisher llp, field fisher, field fisher llp, field fisher solicitors, field fisher waterhouse llp, fieldfisher, fieldfisher llp","{""2015"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2015/746.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/926.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/96.html""], ""2016"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2016/20.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/371.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/541.html""], ""2017"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2017/1581.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/1830.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/319.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/336.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/932.html""], ""2018"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2018/1106.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/2004.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/2252.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/2407.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/243.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/3040.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/468.html""], ""2019"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2019/1708.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/1860.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/27.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/515.html""], ""2020"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2020/243.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/323.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/328.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/449.html""], ""2021"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2021/1121.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2021/1312.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2021/34.html""], ""2023"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2023/1330.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/326.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/752.html""], ""2025"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2025/171.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2025/469.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2025/495.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2025/6.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2025/749.html""], ""2024"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2024/1381.html""]}"
field seymour parkes llp,0,1,0.0,0,0,1,field seymour parkes llp,"{""2023"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2023/1487.html""]}"
financial advisors,0,1,0.0,0,1,0,financial advisors,"{""2017"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2017/1028.html""]}"
financial conduct authority,7,2,77.78,2,3,6,"fca, fca legal department, financial conduct authority, market oversight division of fca","{""2015"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2015/192.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/490.html""], ""2016"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2016/187.html""], ""2018"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2018/71.html""], ""2019"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2019/524.html""], ""2021"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2021/1206.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2021/474.html""], ""2024"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2024/1575.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2024/541.html""], ""2022"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2022/397.html""], ""2017"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2017/2140.html""]}"
financial ombudsman service,3,0,100.0,0,0,3,"financial ombudsman service, financial ombudsman service ltd, financial ombudsman services limited","{""2025"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2025/551.html""], ""2024"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2024/541.html""], ""2023"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2023/1049.html""]}"
finsbury law solicitors,0,1,0.0,0,1,0,finsbury law solicitors,"{""2016"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2016/582.html""]}"
fish legal,1,1,50.0,0,1,1,fish legal,"{""2016"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2016/797.html""], ""2025"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2025/378.html""]}"
fisher jones greenwood llp,0,1,0.0,0,1,0,fisher jones greenwood llp,"{""2023"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2023/1389.html""]}"
fisher meredith,0,2,0.0,0,2,0,"fisher meredith, fisher meredith llp","{""2017"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2017/95.html""], ""2015"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2015/80.html""]}"
fitz solicitors,1,1,50.0,0,1,1,fitz solicitors,"{""2015"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2015/1032.html""], ""2016"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2016/1311.html""]}"
fladgate llp,3,5,37.5,0,3,5,fladgate llp,"{""2016"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2016/569.html""], ""2018"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2018/68.html""], ""2019"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2019/27.html""], ""2020"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2020/1704.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/641.html""], ""2023"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2023/1142.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/549.html""], ""2024"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2024/507.html""]}"
fletcher day limited,0,2,0.0,0,2,0,fletcher day limited,"{""2016"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2016/304.html""], ""2018"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2018/413.html""]}"
fletcher dervish solicitors,0,1,0.0,0,0,1,fletcher dervish solicitors,"{""2015"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2015/466.html""]}"
flint bishop llp,0,2,0.0,0,1,1,"flint bishop llp, flint bishop solicitors","{""2018"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2018/2494.html""], ""2015"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2015/1230.html""]}"
folkestone,1,0,100.0,0,0,1,folkestone,"{""2023"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2023/896.html""]}"
food standards agency,0,1,0.0,0,1,0,food standards agency,"{""2017"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2017/400.html""]}"
foot anstey llp,2,1,66.67,0,1,2,foot anstey llp,"{""2019"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2019/344.html""], ""2021"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2021/145.html""], ""2022"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2022/1667.html""]}"
for nottinghamshire police,1,0,100.0,0,0,1,for nottinghamshire police,"{""2017"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2017/191.html""]}"
forbes hall llp,2,3,40.0,0,5,0,forbes hall llp,"{""2016"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2016/436.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/663.html""], ""2017"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2017/1512.html""], ""2018"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2018/952.html""], ""2019"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2019/485.html""]}"
forbes solicitors,1,1,50.0,0,0,2,forbes solicitors,"{""2017"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2017/1629.html""], ""2020"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2020/696.html""]}"
force legal department,2,1,66.67,0,0,3,"force legal department, force solicitor, force solicitor for north wales police","{""2017"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2017/1838.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/191.html""], ""2015"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2015/836.html""]}"
ford & warren,0,2,0.0,0,1,1,"ford & warren, ford & warren solicitors","{""2015"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2015/1049.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/206.html""]}"
forest of dean district council legal services,2,1,66.67,0,1,2,"forest of dean district council legal services, forest of dean legal services, helen blundell, solicitor forest of dean district council","{""2021"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2021/1610.html""], ""2017"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2017/2102.html""], ""2015"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2015/683.html""]}"
forster dean solicitors,1,0,100.0,0,1,0,forster dean solicitors,"{""2019"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2019/1220.html""]}"
forsters llp,4,3,57.14,0,5,2,forsters llp,"{""2017"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2017/267.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/846.html""], ""2018"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2018/840.html""], ""2019"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2019/1600.html"", ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/1848.html""], ""2020"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2020/104.html""], ""2022"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2022/1681.html""]}"
fortitude law,0,1,0.0,0,1,0,fortitude law,"{""2019"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2019/1924.html""]}"
fortune green legal practice,0,2,0.0,0,2,0,fortune green legal practice,"{""2016"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2016/784.html""], ""2022"": [""https://www.bailii.org/ew/cases/EWCA/Civ/2022/983.html""]}"
