Law_Firm,Wins,Losses,Win_Rate,Neutral_Appearances,Appellant_Appearances,Respondent_Appearances,Law_Firm(from_text),Cases
freshfield brockhaus deringer llp,20,18,52.63,10,20,18,"freshfield brockhaus deringer llp, freshfields bruckhaus deringer, freshfields bruckhaus deringer llp, freshfields bruckhaus deringer llp & jones day, freshfields bruckhaus deringer llp, all acting pro bono, freshfields brukhaus deringer llp, freshfields llp","{""2015"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/33.html"", ""role"": ""3rd intervener"", ""outcome"": ""granted"", ""result"": ""Neutral""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/95.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}], ""2016"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/1182.html"", ""role"": ""appellants in case no. c1/2016/2624"", ""outcome"": ""dismissed"", ""result"": ""Loss""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/119.html"", ""role"": ""claimant in swap action"", ""outcome"": ""dismissed"", ""result"": ""Loss""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/1261.html"", ""role"": ""respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/23.html"", ""role"": ""respondents"", ""outcome"": ""dismissed"", ""result"": ""Win""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/30.html"", ""role"": ""2nd respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/818.html"", ""role"": ""respondents"", ""outcome"": ""dismissed"", ""result"": ""Win""}], ""2017"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/1716.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/1892.html"", ""role"": ""appellant"", ""outcome"": ""granted"", ""result"": ""Win""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/37.html"", ""role"": ""defendants/appellants"", ""outcome"": ""granted"", ""result"": ""Win""}], ""2018"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/1066.html"", ""role"": ""defendant/appellant"", ""outcome"": ""dismissed"", ""result"": ""Win""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/1795.html"", ""role"": ""appellant/ defendant"", ""outcome"": ""granted"", ""result"": ""Win""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/2011.html"", ""role"": ""respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/2098.html"", ""role"": ""intervener"", ""outcome"": ""granted"", ""result"": ""Neutral""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/346.html"", ""role"": ""appellant"", ""outcome"": ""granted"", ""result"": ""Win""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/504.html"", ""role"": ""second intervener"", ""outcome"": ""dismissed"", ""result"": ""Neutral""}], ""2019"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/1393.html"", ""role"": ""respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/15.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/1641.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/1840.html"", ""role"": ""respondents to appeal 2801 and appellants in appeal 2802"", ""outcome"": ""granted"", ""result"": ""Win""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/674.html"", ""role"": ""respondents"", ""outcome"": ""granted"", ""result"": ""Loss""}], ""2020"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/1457.html"", ""role"": ""respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/1475.html"", ""role"": ""volvo/renault appellants"", ""outcome"": ""dismissed"", ""result"": ""Loss""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/1570.html"", ""role"": ""first respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/246.html"", ""role"": ""third respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/51.html"", ""role"": ""intervener"", ""outcome"": ""granted"", ""result"": ""Neutral""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/600.html"", ""role"": ""appellants"", ""outcome"": ""dismissed"", ""result"": ""Loss""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/621.html"", ""role"": ""intervener"", ""outcome"": ""dismissed"", ""result"": ""Neutral""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/924.html"", ""role"": ""intervener"", ""outcome"": ""dismissed"", ""result"": ""Neutral""}], ""2021"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2021/783.html"", ""role"": ""appellants"", ""outcome"": ""dismissed"", ""result"": ""Loss""}], ""2022"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2022/1568.html"", ""role"": ""appellants"", ""outcome"": ""dismissed"", ""result"": ""Loss""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2022/307.html"", ""role"": ""intervener"", ""outcome"": ""dismissed"", ""result"": ""Neutral""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2022/782.html"", ""role"": ""first and second defendants"", ""outcome"": ""dismissed"", ""result"": ""Win""}], ""2023"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/1506.html"", ""role"": ""respondent volkswagen aktiengesellschaft"", ""outcome"": ""granted"", ""result"": ""Loss""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/191.html"", ""role"": ""respondent"", ""outcome"": ""granted"", ""result"": ""Loss""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/875.html"", ""role"": ""intervener volvo"", ""outcome"": ""dismissed"", ""result"": ""Neutral""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/882.html"", ""role"": ""intervener"", ""outcome"": ""granted"", ""result"": ""Neutral""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/886.html"", ""role"": ""first and second respondents"", ""outcome"": ""granted"", ""result"": ""Loss""}], ""2024"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2024/218.html"", ""role"": ""appellants - mastercard"", ""outcome"": ""dismissed"", ""result"": ""Loss""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2024/245.html"", ""role"": ""appellant"", ""outcome"": ""granted"", ""result"": ""Win""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2024/66.html"", ""role"": ""intervener"", ""outcome"": ""dismissed"", ""result"": ""Neutral""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2024/759.html"", ""role"": ""defendants"", ""outcome"": ""granted"", ""result"": ""Loss""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2024/78.html"", ""role"": ""respondent"", ""outcome"": ""granted"", ""result"": ""Loss""}], ""2025"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2025/134.html"", ""role"": ""claimant/respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2025/475.html"", ""role"": ""second appellant, thames water limited"", ""outcome"": ""dismissed"", ""result"": ""Loss""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2025/480.html"", ""role"": ""appellants"", ""outcome"": ""granted"", ""result"": ""Win""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2025/669.html"", ""role"": ""second respondents"", ""outcome"": ""dismissed"", ""result"": ""Win""}]}"
"fried, frank, harris, shriver & jacobson (london) llp",1,0,100.0,0,0,1,"fried, frank, harris, shriver & jacobson (london) llp","{""2018"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/2802.html"", ""role"": ""1st respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}]}"
friends of earth ltd.,0,0,,1,0,0,friends of earth ltd.,"{""2022"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2022/187.html"", ""role"": ""intervener by written submissions only"", ""outcome"": ""granted"", ""result"": ""Neutral""}]}"
frisby & small,1,0,100.0,0,1,0,frisby & small,"{""2015"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/1061.html"", ""role"": ""appellant"", ""outcome"": ""granted"", ""result"": ""Win""}]}"
"frontrow legal, leeds",1,0,100.0,0,0,1,"frontrow legal, leeds","{""2019"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/1246.html"", ""role"": ""respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}]}"
fry law,1,0,100.0,1,0,1,fry law,"{""2018"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/1431.html"", ""role"": ""second intervener"", ""outcome"": ""dismissed"", ""result"": ""Neutral""}], ""2019"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/711.html"", ""role"": ""respondent claimant"", ""outcome"": ""dismissed"", ""result"": ""Win""}]}"
fs legal solicitors llp,0,1,0.0,0,1,0,fs legal solicitors llp,"{""2024"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2024/1317.html"", ""role"": ""appellant/claimant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}]}"
fuglers solicitors,1,0,100.0,0,0,1,fuglers solicitors,"{""2019"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/1604.html"", ""role"": ""respondents"", ""outcome"": ""dismissed"", ""result"": ""Win""}]}"
fulchers,0,1,0.0,0,0,1,fulchers,"{""2023"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/1504.html"", ""role"": ""respondent"", ""outcome"": ""granted"", ""result"": ""Loss""}]}"
furley page llp,0,1,0.0,0,1,0,furley page llp,"{""2024"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2024/1563.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}]}"
fylde borough council,1,0,100.0,0,0,1,fylde borough council,"{""2019"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/1152.html"", ""role"": ""respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}]}"
g4s legal department,1,0,100.0,0,1,0,g4s legal department,"{""2024"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2024/138.html"", ""role"": ""first defendant/appellant"", ""outcome"": ""dismissed"", ""result"": ""Win""}]}"
gabb & co,1,0,100.0,0,1,0,gabb & co,"{""2016"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/140.html"", ""role"": ""appellant/2nd defendant"", ""outcome"": ""granted"", ""result"": ""Win""}]}"
gaby hardwicke solicitors,0,1,0.0,0,1,0,gaby hardwicke solicitors,"{""2022"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2022/642.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}]}"
gambling commission,1,0,100.0,0,0,1,"nicholas hawkings, solicitor to gambling commission","{""2017"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/372.html"", ""role"": ""respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}]}"
gamlins law limited,1,0,100.0,0,1,0,gamlins law limited,"{""2024"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2024/250.html"", ""role"": ""appellant"", ""outcome"": ""granted"", ""result"": ""Win""}]}"
"gard & co., plymouth",1,0,100.0,0,0,1,"gard & co., plymouth","{""2017"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/1136.html"", ""role"": ""respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}]}"
gardner leader llp,2,1,66.67,0,0,3,gardner leader llp,"{""2015"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/1002.html"", ""role"": ""respondents"", ""outcome"": ""granted"", ""result"": ""Loss""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/629.html"", ""role"": ""respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}], ""2023"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/821.html"", ""role"": ""respondents"", ""outcome"": ""dismissed"", ""result"": ""Win""}]}"
gateley legal,11,10,52.38,0,11,10,"gateley legal, gateley llp, gateley plc","{""2015"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/1299.html"", ""role"": ""respondents"", ""outcome"": ""granted"", ""result"": ""Loss""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/804.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/854.html"", ""role"": ""respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}], ""2016"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/1212.html"", ""role"": ""appellant/respondent, mr harris"", ""outcome"": ""granted"", ""result"": ""Win""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/168.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/493.html"", ""role"": ""respondent"", ""outcome"": ""granted"", ""result"": ""Loss""}], ""2017"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/365.html"", ""role"": ""respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}], ""2018"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/13.html"", ""role"": ""second respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/15.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/2520.html"", ""role"": ""first and second appellants"", ""outcome"": ""granted"", ""result"": ""Win""}], ""2019"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/1683.html"", ""role"": ""appellants"", ""outcome"": ""granted"", ""result"": ""Win""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/2146.html"", ""role"": ""respondents"", ""outcome"": ""dismissed"", ""result"": ""Win""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/737.html"", ""role"": ""appellant"", ""outcome"": ""granted"", ""result"": ""Win""}], ""2020"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/1516.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/1521.html"", ""role"": ""respondent"", ""outcome"": ""granted"", ""result"": ""Loss""}], ""2024"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2024/1388.html"", ""role"": ""respondent"", ""outcome"": ""granted"", ""result"": ""Loss""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2024/1603.html"", ""role"": ""third to sixth respondents"", ""outcome"": ""granted"", ""result"": ""Loss""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2024/571.html"", ""role"": ""appellants"", ""outcome"": ""dismissed"", ""result"": ""Loss""}], ""2025"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2025/11.html"", ""role"": ""respondents"", ""outcome"": ""dismissed"", ""result"": ""Win""}], ""2023"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/1000.html"", ""role"": ""appellant"", ""outcome"": ""granted"", ""result"": ""Win""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/901.html"", ""role"": ""appellants"", ""outcome"": ""granted"", ""result"": ""Win""}]}"
gavin edmondson solicitors limited,1,0,100.0,0,1,0,gavin edmondson solicitors limited,"{""2015"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/1230.html"", ""role"": ""appellant"", ""outcome"": ""granted"", ""result"": ""Win""}]}"
gdc legal advisory service,1,1,50.0,0,1,1,"gdc, gdc legal advisory service","{""2023"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/481.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/585.html"", ""role"": ""respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}]}"
gedling borough council,1,0,100.0,0,0,1,gedling borough council,"{""2018"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/214.html"", ""role"": ""respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}]}"
geldards solicitors llp,5,5,50.0,0,4,5,"geldards llp, geldards solicitors llp","{""2015"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/5.html"", ""role"": ""appellants/ defendants"", ""outcome"": ""dismissed"", ""result"": ""Win""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/745.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}], ""2016"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/18.html"", ""role"": ""respondent"", ""outcome"": ""granted"", ""result"": ""Loss""}], ""2017"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/1768.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}], ""2019"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/1096.html"", ""role"": ""welsh ministers"", ""outcome"": ""dismissed"", ""result"": ""Loss""}], ""2020"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/1182.html"", ""role"": ""claimant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/1440.html"", ""role"": ""respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}], ""2022"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2022/1579.html"", ""role"": ""2nd defendant/ 2nd respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}], ""2023"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/763.html"", ""role"": ""welsh respondents"", ""outcome"": ""dismissed"", ""result"": ""Win""}], ""2025"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2025/489.html"", ""role"": ""respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}]}"
general dental council in house legal advisory service,1,0,100.0,0,1,0,general dental council in house legal advisory service,"{""2025"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2025/68.html"", ""role"": ""appellant"", ""outcome"": ""granted"", ""result"": ""Win""}]}"
general medical council,11,7,61.11,0,4,14,"general medical council, general medical council legal department, gmc, gmc legal, gmc legal, manchester, principal legal adviser, gmc legal","{""2015"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/769.html"", ""role"": ""respondent"", ""outcome"": ""granted"", ""result"": ""Loss""}], ""2017"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/1296.html"", ""role"": ""respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/2191.html"", ""role"": ""respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/78.html"", ""role"": ""respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}], ""2018"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/1497.html"", ""role"": ""apellant/defendant"", ""outcome"": ""granted"", ""result"": ""Loss""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/1879.html"", ""role"": ""respondent"", ""outcome"": ""granted"", ""result"": ""Loss""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/1898.html"", ""role"": ""appellant"", ""outcome"": ""granted"", ""result"": ""Win""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/2027.html"", ""role"": ""respondent"", ""outcome"": ""granted"", ""result"": ""Loss""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/2796.html"", ""role"": ""appellant"", ""outcome"": ""granted"", ""result"": ""Win""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/99.html"", ""role"": ""respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}], ""2019"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/1172.html"", ""role"": ""respondent"", ""outcome"": ""granted"", ""result"": ""Loss""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/236.html"", ""role"": ""appellant"", ""outcome"": ""granted"", ""result"": ""Win""}], ""2021"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2021/623.html"", ""role"": ""respondent"", ""outcome"": ""granted"", ""result"": ""Loss""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2021/763.html"", ""role"": ""respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}], ""2023"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/1261.html"", ""role"": ""respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}], ""2024"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2024/770.html"", ""role"": ""respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}], ""2016"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/162.html"", ""role"": ""appellant"", ""outcome"": ""granted"", ""result"": ""Win""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/172.html"", ""role"": ""respondent"", ""outcome"": ""granted"", ""result"": ""Loss""}]}"
general pharmaceutical council,1,0,100.0,0,0,1,"head of professionals regulation (fitness to practise), general pharmaceutical council","{""2018"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2018/22.html"", ""role"": ""respondent"", ""outcome"": ""dismissed"", ""result"": ""Win""}]}"
gentium law group,1,1,50.0,0,2,0,gentium law group,"{""2015"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/144.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}], ""2016"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/108.html"", ""role"": ""appellant"", ""outcome"": ""granted"", ""result"": ""Win""}]}"
geoffrey leaver solicitors llp,0,2,0.0,0,2,0,geoffrey leaver solicitors llp,"{""2015"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2015/651.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}], ""2019"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/823.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}]}"
george green llp,1,3,25.0,0,3,1,george green llp,"{""2021"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2021/713.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}], ""2023"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/1276.html"", ""role"": ""respondents other than the third respondent to the petition"", ""outcome"": ""dismissed"", ""result"": ""Win""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/71.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}], ""2025"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2025/469.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}]}"
gherson,0,1,0.0,0,1,0,gherson,"{""2020"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2020/108.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}]}"
ghp legal,0,1,0.0,0,0,1,ghp legal,"{""2017"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/194.html"", ""role"": ""respondent pj"", ""outcome"": ""granted"", ""result"": ""Loss""}]}"
gibson & co,1,0,100.0,0,1,0,gibson & co,"{""2017"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/46.html"", ""role"": ""appellant"", ""outcome"": ""granted"", ""result"": ""Win""}]}"
gibson dunn & crutcher uk llp,4,6,40.0,0,4,6,"gibson dunn & crutcher llp, gibson dunn & crutcher uk llp, gibson, dunn & crutcher llp, gibson, dunn & crutcher uk llp","{""2021"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2021/1952.html"", ""role"": ""appellants"", ""outcome"": ""dismissed"", ""result"": ""Loss""}], ""2022"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2022/353.html"", ""role"": ""respondents"", ""outcome"": ""granted"", ""result"": ""Loss""}], ""2023"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/1445.html"", ""role"": ""respondents"", ""outcome"": ""granted"", ""result"": ""Loss""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/223.html"", ""role"": ""respondents"", ""outcome"": ""dismissed"", ""result"": ""Win""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/876.html"", ""role"": ""1st to 15th respondents - barclays bank plc & ors"", ""outcome"": ""dismissed"", ""result"": ""Win""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2023/876.html"", ""role"": ""1st to 13th respondents - barclays bank plc & ors and 1st to 2nd proposed objectors \u0096 barclays bank plc & ors"", ""outcome"": ""dismissed"", ""result"": ""Win""}], ""2017"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2017/1609.html"", ""role"": ""respondents"", ""outcome"": ""dismissed"", ""result"": ""Win""}], ""2019"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2019/44.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}], ""2016"": [{""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/1290.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}, {""url"": ""https://www.bailii.org/ew/cases/EWCA/Civ/2016/566.html"", ""role"": ""appellant"", ""outcome"": ""dismissed"", ""result"": ""Loss""}]}"
