Law_Firm,Wins,Losses,Neutral_Appearances,Appellant_Appearances,Respondent_Appearances,Cases,Win_Rate
tna solicitors,0,1,0,1,0,{2023: ['https://www.bailii.org/ew/cases/EWCA/Civ/2023/1337.html']},0.0
hogan lovells international,1,0,0,0,1,{2023: ['https://www.bailii.org/ew/cases/EWCA/Civ/2023/1306.html']},100.0
hogan lovells,0,5,0,3,2,"{2015: ['https://www.bailii.org/ew/cases/EWCA/Civ/2015/582.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2015/906.html'], 2018: ['https://www.bailii.org/ew/cases/EWCA/Civ/2018/1213.html'], 2021: ['https://www.bailii.org/ew/cases/EWCA/Civ/2021/1093.html'], 2023: ['https://www.bailii.org/ew/cases/EWCA/Civ/2023/1273.html']}",0.0
south london partnership,1,0,0,0,1,{2023: ['https://www.bailii.org/ew/cases/EWCA/Civ/2023/1438.html']},100.0
lincolns,0,1,0,1,0,{2023: ['https://www.bailii.org/ew/cases/EWCA/Civ/2023/1336.html']},0.0
pensions ombudsman,0,1,0,1,0,{2023: ['https://www.bailii.org/ew/cases/EWCA/Civ/2023/1258.html']},0.0
independent monitoring authority,0,0,1,0,0,{2023: ['https://www.bailii.org/ew/cases/EWCA/Civ/2023/1307.html']},
tendring district council,1,0,0,1,0,{2023: ['https://www.bailii.org/ew/cases/EWCA/Civ/2023/1319.html']},100.0
maddox legal,0,1,0,0,1,{2023: ['https://www.bailii.org/ew/cases/EWCA/Civ/2023/1354.html']},0.0
red kite law llp,0,1,0,1,0,{2023: ['https://www.bailii.org/ew/cases/EWCA/Civ/2023/1465.html']},0.0
ahz solicitors,1,0,0,1,0,{2023: ['https://www.bailii.org/ew/cases/EWCA/Civ/2023/1504.html']},100.0
fulchers,0,1,0,0,1,{2023: ['https://www.bailii.org/ew/cases/EWCA/Civ/2023/1504.html']},0.0
rradar limited,1,0,0,0,1,{2023: ['https://www.bailii.org/ew/cases/EWCA/Civ/2023/1468.html']},100.0
bonelli erede lombardi pappalardo llp,0,1,0,1,0,{2023: ['https://www.bailii.org/ew/cases/EWCA/Civ/2023/1482.html']},0.0
holden & co llp,1,1,0,2,0,"{2016: ['https://www.bailii.org/ew/cases/EWCA/Civ/2016/555.html'], 2023: ['https://www.bailii.org/ew/cases/EWCA/Civ/2023/1487.html']}",50.0
field seymour parkes llp,0,1,0,0,1,{2023: ['https://www.bailii.org/ew/cases/EWCA/Civ/2023/1487.html']},0.0
hansel henson ltd,0,1,0,0,1,{2023: ['https://www.bailii.org/ew/cases/EWCA/Civ/2023/1508.html']},0.0
d young & co llp,1,0,0,0,1,{2023: ['https://www.bailii.org/ew/cases/EWCA/Civ/2023/1451.html']},100.0
slater & gordon lawyers,0,1,0,1,0,{2023: ['https://www.bailii.org/ew/cases/EWCA/Civ/2023/1507.html']},0.0
zhong lun law firm,0,1,0,1,0,{2023: ['https://www.bailii.org/ew/cases/EWCA/Civ/2023/1483.html']},0.0
titan solicitors,1,0,0,1,0,{2023: ['https://www.bailii.org/ew/cases/EWCA/Civ/2023/1547.html']},100.0
dbs legal team,0,1,0,0,1,{2023: ['https://www.bailii.org/ew/cases/EWCA/Civ/2023/1547.html']},0.0
scott-moncrieff & associates,1,1,0,2,0,"{2015: ['https://www.bailii.org/ew/cases/EWCA/Civ/2015/411.html'], 2023: ['https://www.bailii.org/ew/cases/EWCA/Civ/2023/1527.html']}",50.0
fenchurch law ltd,0,1,0,1,0,{2023: ['https://www.bailii.org/ew/cases/EWCA/Civ/2023/1484.html']},0.0
ai law,0,2,1,2,0,"{2021: ['https://www.bailii.org/ew/cases/EWCA/Civ/2021/1363.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2021/1390.html'], 2023: ['https://www.bailii.org/ew/cases/EWCA/Civ/2023/1493.html']}",0.0
irvine yates solicitors,1,0,0,0,1,{2023: ['https://www.bailii.org/ew/cases/EWCA/Civ/2023/1493.html']},100.0
simons rodkin solicitors llp,0,2,0,2,0,"{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/75.html'], 2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/34.html']}",0.0
ince gordon dadds llp,4,2,0,5,1,"{2019: ['https://www.bailii.org/ew/cases/EWCA/Civ/2019/477.html'], 2021: ['https://www.bailii.org/ew/cases/EWCA/Civ/2021/326.html'], 2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/798.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2022/3.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2022/34.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2022/238.html']}",66.66666666666666
chris kallis solicitors,1,0,0,1,0,{2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/18.html']},100.0
blm llp,3,2,0,2,3,"{2016: ['https://www.bailii.org/ew/cases/EWCA/Civ/2016/86.html'], 2019: ['https://www.bailii.org/ew/cases/EWCA/Civ/2019/711.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2019/2110.html'], 2020: ['https://www.bailii.org/ew/cases/EWCA/Civ/2020/42.html'], 2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/18.html']}",60.0
imperium law solicitors ltd,0,1,0,1,0,{2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/7.html']},0.0
arora lodhi heath,0,1,0,1,0,{2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/5.html']},0.0
ccrc,1,0,0,0,1,{2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/5.html']},100.0
birnberg peirce,0,5,0,4,1,"{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/2146.html'], 2020: ['https://www.bailii.org/ew/cases/EWCA/Civ/2020/130.html'], 2021: ['https://www.bailii.org/ew/cases/EWCA/Civ/2021/972.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2021/898.html'], 2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/33.html']}",0.0
general counsel and solicitors to hm revenue,3,0,0,0,3,"{2021: ['https://www.bailii.org/ew/cases/EWCA/Civ/2021/1043.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2021/1804.html'], 2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/3.html']}",100.0
adie pepperdine solicitors,1,0,0,0,1,{2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/49.html']},100.0
millbank llp,1,0,0,0,1,{2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/14.html']},100.0
axiom dwfm solicitors,0,1,0,1,0,{2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/28.html']},0.0
merseyside law centre,1,0,0,1,0,{2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/1.html']},100.0
"ewen cameron, solicitor, targetfollow estates ltd",0,1,0,1,0,{2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/19.html']},0.0
solicitor for hm revenue,1,0,0,0,1,{2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/19.html']},100.0
cm murray llp,0,1,0,1,0,{2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/24.html']},0.0
wolferstans llp,0,1,0,0,1,{2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/12.html']},0.0
instalaw solicitors,0,2,0,1,1,"{2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/1663.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2022/4.html']}",0.0
environment agency,3,1,1,1,3,"{2015: ['https://www.bailii.org/ew/cases/EWCA/Civ/2015/1149.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2015/1289.html'], 2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/1143.html'], 2019: ['https://www.bailii.org/ew/cases/EWCA/Civ/2019/1962.html'], 2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/26.html']}",75.0
hopkin murray beskine,3,6,0,6,3,"{2015: ['https://www.bailii.org/ew/cases/EWCA/Civ/2015/695.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2015/1162.html'], 2018: ['https://www.bailii.org/ew/cases/EWCA/Civ/2018/504.html'], 2019: ['https://www.bailii.org/ew/cases/EWCA/Civ/2019/1592.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2019/1099.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2019/2142.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2019/692.html'], 2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/26.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2022/1340.html']}",33.33333333333333
wilmot & co solicitors llp,2,0,0,0,2,"{2019: ['https://www.bailii.org/ew/cases/EWCA/Civ/2019/1755.html'], 2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/23.html']}",100.0
civil aviation authority,1,0,0,0,1,{2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/76.html']},100.0
"director of legal services, welsh government",0,1,0,1,0,{2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/118.html']},0.0
"solicitor's office and legal services, hmrc",0,0,1,0,0,{2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/120.html']},
surrey county council legal department,0,1,0,0,1,{2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/187.html']},0.0
friends of earth ltd.,0,0,1,0,0,{2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/187.html']},
stevens & bolton llp,2,1,0,0,3,"{2021: ['https://www.bailii.org/ew/cases/EWCA/Civ/2021/1399.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2021/1845.html'], 2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/236.html']}",66.66666666666666
dental protection limited leeds,0,1,0,1,0,{2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/107.html']},0.0
dental law partnership,1,0,0,0,1,{2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/107.html']},100.0
cornerstone tax limited,0,1,0,1,0,{2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/185.html']},0.0
pricewaterhousecoopers llp,1,6,0,6,1,"{2016: ['https://www.bailii.org/ew/cases/EWCA/Civ/2016/1030.html'], 2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/1982.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2017/332.html'], 2019: ['https://www.bailii.org/ew/cases/EWCA/Civ/2019/1301.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2019/485.html'], 2021: ['https://www.bailii.org/ew/cases/EWCA/Civ/2021/534.html'], 2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/232.html']}",14.285714285714285
cambridge city council,0,1,0,0,1,{2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/159.html']},0.0
dicksons solicitors,0,1,0,1,0,{2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/112.html']},0.0
waltham forest council,1,0,0,0,1,{2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/112.html']},100.0
r g legal ltd solicitors,0,1,0,1,0,{2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/103.html']},0.0
meaby & co,0,1,0,0,1,{2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/234.html']},0.0
smk & smb,0,1,0,0,1,{2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/234.html']},0.0
tmp solicitors llp,1,3,0,4,0,"{2020: ['https://www.bailii.org/ew/cases/EWCA/Civ/2020/1046.html'], 2021: ['https://www.bailii.org/ew/cases/EWCA/Civ/2021/862.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2021/548.html'], 2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/70.html']}",25.0
costigan king,0,1,0,1,0,{2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/153.html']},0.0
"latham & watkins (london) llp, allen & overy llp, norton rose fulbright llp, slaughter and may, macfarlanes llp",0,1,0,0,1,{2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/353.html']},0.0
law lane solicitors,0,3,0,3,0,"{2016: ['https://www.bailii.org/ew/cases/EWCA/Civ/2016/36.html'], 2018: ['https://www.bailii.org/ew/cases/EWCA/Civ/2018/2496.html'], 2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/439.html']}",0.0
faegre drinker biddle and reath llp,1,0,0,0,1,{2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/302.html']},100.0
seddons law llp,0,1,0,1,0,{2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/235.html']},0.0
hmrc solicitors office,8,1,0,1,8,"{2015: ['https://www.bailii.org/ew/cases/EWCA/Civ/2015/718.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2015/78.html'], 2016: ['https://www.bailii.org/ew/cases/EWCA/Civ/2016/121.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2016/174.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2016/468.html'], 2019: ['https://www.bailii.org/ew/cases/EWCA/Civ/2019/1719.html'], 2021: ['https://www.bailii.org/ew/cases/EWCA/Civ/2021/799.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2021/783.html'], 2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/305.html']}",88.88888888888889
johnsons solicitors,1,0,0,1,0,{2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/397.html']},100.0
fca,0,1,0,0,1,{2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/397.html']},0.0
allington hughes law,1,0,0,1,0,{2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/386.html']},100.0
squire biggs law ltd,1,0,0,1,0,{2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/318.html']},100.0
farani taylor solicitors,0,1,0,1,0,{2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/415.html']},0.0
charles morgan lawyers,1,0,0,0,1,{2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/415.html']},100.0
berry smith llp,0,2,0,2,0,"{2018: ['https://www.bailii.org/ew/cases/EWCA/Civ/2018/1571.html'], 2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/481.html']}",0.0
petersons solicitors,1,0,0,0,1,{2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/481.html']},100.0
principia law,0,1,0,1,0,{2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/497.html']},0.0
tinsdills solicitors,0,1,0,0,1,{2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/531.html']},0.0
wills chandler solicitors,0,1,0,1,0,{2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/442.html']},0.0
waverley borough council,2,0,0,0,2,"{2019: ['https://www.bailii.org/ew/cases/EWCA/Civ/2019/1826.html'], 2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/442.html']}",100.0
cripps pemberton greenish,1,1,0,1,1,"{2020: ['https://www.bailii.org/ew/cases/EWCA/Civ/2020/371.html'], 2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/499.html']}",50.0
teacher stern llp,5,7,0,6,6,"{2015: ['https://www.bailii.org/ew/cases/EWCA/Civ/2015/224.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2015/685.html'], 2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/979.html'], 2018: ['https://www.bailii.org/ew/cases/EWCA/Civ/2018/1781.html'], 2019: ['https://www.bailii.org/ew/cases/EWCA/Civ/2019/2200.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2019/1187.html'], 2021: ['https://www.bailii.org/ew/cases/EWCA/Civ/2021/1217.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2021/1103.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2021/287.html'], 2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/499.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2022/1040.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2022/1349.html']}",41.66666666666667
radcliffes le brasseur,0,2,0,2,0,"{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/1294.html'], 2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/502.html']}",0.0
general counsel and solicitor for hm revenue,3,0,0,0,3,"{2016: ['https://www.bailii.org/ew/cases/EWCA/Civ/2016/1294.html'], 2021: ['https://www.bailii.org/ew/cases/EWCA/Civ/2021/283.html'], 2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/502.html']}",100.0
archerfield partners llp,2,1,0,1,2,"{2016: ['https://www.bailii.org/ew/cases/EWCA/Civ/2016/1093.html'], 2020: ['https://www.bailii.org/ew/cases/EWCA/Civ/2020/353.html'], 2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/557.html']}",66.66666666666666
sterling winshaw solicitors,0,1,0,1,0,{2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/581.html']},0.0
dawson cornwell,0,1,0,1,0,{2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/495.html']},0.0
duncan lewis & co. solicitors,1,0,0,0,1,{2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/495.html']},100.0
scott-moncrieff & associates llp,0,1,0,1,0,{2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/457.html']},0.0
lambeth legal services,2,1,0,1,2,"{2018: ['https://www.bailii.org/ew/cases/EWCA/Civ/2018/844.html'], 2019: ['https://www.bailii.org/ew/cases/EWCA/Civ/2019/1758.html'], 2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/457.html']}",66.66666666666666
grimaldi sl llp,1,0,0,0,1,{2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/464.html']},100.0
aa thornton ip llp,1,0,0,1,0,{2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/594.html']},100.0
kidd rapinet llp,1,0,0,0,1,{2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/626.html']},100.0
farrer & co llp,4,3,0,2,5,"{2015: ['https://www.bailii.org/ew/cases/EWCA/Civ/2015/143.html'], 2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/2056.html'], 2018: ['https://www.bailii.org/ew/cases/EWCA/Civ/2018/2266.html'], 2020: ['https://www.bailii.org/ew/cases/EWCA/Civ/2020/1457.html'], 2021: ['https://www.bailii.org/ew/cases/EWCA/Civ/2021/1093.html'], 2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/706.html']}",57.14285714285714
general counsel and solicitor to hmrc,18,11,0,6,23,"{2016: ['https://www.bailii.org/ew/cases/EWCA/Civ/2016/1160.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2016/436.html'], 2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/1427.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2017/77.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2017/1512.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2017/1845.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2017/2105.html'], 2018: ['https://www.bailii.org/ew/cases/EWCA/Civ/2018/791.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2018/1727.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2018/2075.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2018/2231.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2018/568.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2018/1515.html'], 2019: ['https://www.bailii.org/ew/cases/EWCA/Civ/2019/319.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2019/1357.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2019/51.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2019/1021.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2019/118.html'], 2020: ['https://www.bailii.org/ew/cases/EWCA/Civ/2020/405.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2020/204.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2020/488.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2020/1744.html'], 2021: ['https://www.bailii.org/ew/cases/EWCA/Civ/2021/624.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2021/1235.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2021/225.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2021/534.html'], 2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/1587.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2022/656.html']}",62.06896551724138
croydon london borough council,1,0,0,0,1,{2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/670.html']},100.0
gaby hardwicke solicitors,0,1,0,1,0,{2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/642.html']},0.0
keelys llp,2,0,0,0,2,"{2015: ['https://www.bailii.org/ew/cases/EWCA/Civ/2015/116.html'], 2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/642.html']}",100.0
robert lizar solicitors,1,3,0,4,0,"{2020: ['https://www.bailii.org/ew/cases/EWCA/Civ/2020/9.html'], 2021: ['https://www.bailii.org/ew/cases/EWCA/Civ/2021/357.html'], 2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/661.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2022/1519.html']}",25.0
dla piper solicitors,1,0,0,0,1,{2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/661.html']},100.0
instalaw ltd,0,1,0,1,0,{2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/683.html']},0.0
"special legal casework department, south wales police",1,0,0,0,1,{2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/683.html']},100.0
"directorate of legal services, metropolitan police service",0,0,1,0,0,{2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/683.html']},
watson farley & williams llp,2,3,0,4,1,"{2016: ['https://www.bailii.org/ew/cases/EWCA/Civ/2016/777.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2016/84.html'], 2019: ['https://www.bailii.org/ew/cases/EWCA/Civ/2019/88.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2019/230.html'], 2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/823.html']}",40.0
veale wasbrough vizards llp,0,4,0,2,2,"{2018: ['https://www.bailii.org/ew/cases/EWCA/Civ/2018/672.html'], 2019: ['https://www.bailii.org/ew/cases/EWCA/Civ/2019/526.html'], 2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/823.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2022/1648.html']}",0.0
stephen scown llp,1,0,0,1,0,{2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/833.html']},100.0
heseltons solicitors,0,1,0,1,0,{2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/880.html']},0.0
lee bolton monier-williams llp,1,0,0,0,1,{2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/880.html']},100.0
owen white limited,0,1,0,1,0,{2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/889.html']},0.0
shuttari paul and co,2,0,0,2,0,"{2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/791.html', 'https://www.bailii.org/ew/cases/EWCA/Civ/2022/1075.html']}",100.0
hodge jones allen llp,0,1,0,0,1,{2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/791.html']},0.0
bdb pitmans llp,3,0,0,2,1,"{2020: ['https://www.bailii.org/ew/cases/EWCA/Civ/2020/1541.html'], 2021: ['https://www.bailii.org/ew/cases/EWCA/Civ/2021/626.html'], 2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/852.html']}",100.0
ojn solicitors,1,0,0,1,0,{2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/831.html']},100.0
morgan laroche solicitors,1,0,0,0,1,{2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/883.html']},100.0
polpitya & co,1,0,0,1,0,{2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/979.html']},100.0
london borough of ealing,1,2,0,1,2,"{2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/1127.html'], 2019: ['https://www.bailii.org/ew/cases/EWCA/Civ/2019/1490.html'], 2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/979.html']}",33.33333333333333
cms-cmno llp,0,1,0,1,0,{2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/1027.html']},0.0
baker law llp,1,0,0,0,1,{2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/1027.html']},100.0
maples teesdale llp,0,1,0,1,0,{2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/1021.html']},0.0
druces llp,1,3,0,2,2,"{2016: ['https://www.bailii.org/ew/cases/EWCA/Civ/2016/20.html'], 2017: ['https://www.bailii.org/ew/cases/EWCA/Civ/2017/1830.html'], 2018: ['https://www.bailii.org/ew/cases/EWCA/Civ/2018/1660.html'], 2022: ['https://www.bailii.org/ew/cases/EWCA/Civ/2022/1021.html']}",25.0
