link,representation,law_firms
https://www.bailii.org/ew/cases/EWCA/Civ/2020/445.html,"Mr Jonathan Manning and Ms Stephanie Lovegrove (instructed by Perrin Myddleton) for the Appellant
Mr Toby Vanhegan and Ms Katie Lines (instructed by Duncan Lewis) for the Respondent
Ms Shu Shin Luh (instructed by The Equality and Human Rights Commission) for the Intervener
Hearing dates : 4 and 5 February 2020","[('Perrin Myddleton', 'Appellant'), ('Duncan Lewis', 'Respondent'), ('The Equality and Human Rights Commission', 'Intervener')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2020/299.html,"Michael Gibbon QC and James Rivett QC (instructed by General Counsel and Solicitor to HM Revenue and Customs) for the Appellants
Julian Ghosh QC, Jonathan Bremner QC and Charles Bradley (instructed by Johnson & Allen Tax) for the Respondents
Hearing dates: 23 October 2019 and 15 January 2020","[('General Counsel and Solicitor to HM Revenue and Customs', 'Appellants'), ('Johnson & Allen Tax', 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2020/488.html,"Mr Thomas Chacko (instructed by Bird & Bird) for the Appellants
Mr Timothy Brennan QC and Mr Christopher Stone (instructed by the General Counsel and Solicitor to HMRC) for the Respondents
Hearing date: 4 February 2020","[('Bird & Bird', 'Appellants'), ('the General Counsel and Solicitor to HMRC', 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2020/521.html,"David Railton QC and Jeremy Goldring QC (instructed by Dentons UK and Middle East LLP) for the Appellant
Stephen Robins (instructed by Allen and Overy LLP) for the First Respondent
David Wolfson QC and Andrew de Mestre QC (instructed by Collyer Bristow LLP) for the Third Respondent
The Second Respondent did not appear and was not represented
Hearing dates : 17 & 18 March 2020","[('Dentons UK and Middle East LLP', 'Appellant'), ('Allen and Overy LLP', 'First Respondent'), ('Collyer Bristow LLP', 'Third Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2020/480.html,"Mr Joseph England (instructed by Harrison Drury and Co Ltd) for the Appellant
The Respondent was unrepresented and did not appear before the court
Hearing date: 11th March 2020","[('Harrison Drury and Co Ltd', 'Appellant')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2020/569.html,"David Bedenham (instructed by Rainer Hughes) for the Appellant
Jessica Simor QC and Joanna Vicary (instructed by The General Counsel and Solicitor to HM Revenue and Customs) for the Respondent
Hearing date: 11 March 2020","[('Rainer Hughes', 'Appellant'), ('The General Counsel and Solicitor to HM Revenue and Customs', 'Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2020/550.html,"Andrew Hitchmough QC and Laura Poots (instructed by PwC LLP) for the Appellant
Andrew Macnab (instructed by the General Counsel and Solicitor to HM Revenue and Customs) for the Respondents
Hearing dates : 17 and 18 March 2020","[('PwC LLP', 'Appellant'), ('the General Counsel and Solicitor to HM Revenue and Customs', 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2020/542.html,"Sir James Eadie QC, David Pievsky QC and David Lowe 
(instructed by Government Legal Department) for the Appellant
Phillippa Kaufmann QC and Jamie Burton (instructed by Leigh Day) for the Respondent
Justin Bates and Brooke Lyne (instructed by Anthony Gold Solicitors) 
for the First Intervener
Nick Armstrong (instructed by The Equality and Human Rights Commission) 
for the Second Intervener 
Martin Westgate QC, James Kirk and Daniel Clarke (instructed by Liberty) 
for the Third Intervener
Hearing dates: 15-17 January 2020
Further written submissions: 4 February 2020","[('Government Legal Department', 'Appellant'), ('Leigh Day', 'Respondent'), ('Anthony Gold Solicitors', 'First Intervener'), ('The Equality and Human Rights Commission', 'Second Intervener'), ('Liberty', 'Third Intervener')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2020/547.html,"Jonathan Peacock QC and Sarah Black (instructed by Deloitte LLP) for the Appellants
Julian Ghosh QC and Ruth Jordan (instructed by the General Counsel and Solicitor to HM Revenue and Customs) for the Respondents
Hearing dates: 11 and 12 February 2020","[('Deloitte LLP', 'Appellants'), ('the General Counsel and Solicitor to HM Revenue and Customs', 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2020/617.html,"Sir James Eadie QC, Rob Williams QC, and David Bailey (instructed by The Competition and Markets Authority) for the Appellant
Kelyn Bacon QC, Dan Stacey and Tom Pascoe (instructed by Macfarlanes LLP) for the First and Second Respondents
Mark Brealey QC, Tim Johnston and Clare Reffin (instructed by Clifford Chance LLP) for the Third and Fourth Respondents
Hearing dates: 29 and 30 April 2020","[('The Competition and Markets Authority', 'Appellant'), ('Macfarlanes LLP', 'First and Second Respondents'), ('Clifford Chance LLP', 'Third and Fourth Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2020/663.html,"Julian Ghosh QC and Jonathan Bremner QC (instructed by the General Counsel and Solicitor to HM Revenue and Customs) for the Appellants
Jolyon Maugham QC (instructed on a Direct Access basis) for the Respondents
Hearing dates: 19 March 2020","[('the General Counsel and Solicitor to HM Revenue and Customs', 'Appellants')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2020/611.html,"Antony White QC and Clara Hamer (instructed by Reynolds Porter Chamberlain LLP) for the Appellant
Tim Owen QC and Sara Mansoori (instructed by Byrne and Partners LLP) for the Respondent
Hearing dates: 3 and 4 March 2020","[('Reynolds Porter Chamberlain LLP', 'Appellant'), ('Byrne and Partners LLP', 'Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2020/759.html,"Mr David Lord QC and Mr Sebastian Kokelaar (instructed by Richard Slade and Company PLC) for the Appellant
Miss Fiona Parkin QC and Mr Patrick Harty (instructed by Ashurst LLP) for the Respondent
Hearing date: 6 May 2020","[('Richard Slade and Company PLC', 'Appellant'), ('Ashurst LLP', 'Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2020/889.html,"In the First Appeal A3/2019/1203:
Mr John Gardiner QC and Mr Edward Hellier (instructed by Slaughter and May) for the Appellants
Ms Hui Ling McCarthy QC and Mr Hugh Flanagan (instructed by Her Majesty's Revenue and Customs) for the Respondent
In the Second Appeal A3/2019/1215: 
Ms Hui Ling McCarthy QC and Mr Hugh Flanagan (instructed by Her Majesty's Revenue and Customs) for the Appellant
Mr John Gardiner QC and Mr Edward Hellier (instructed by Slaughter and May) for the 
Respondents
Hearing dates: 10th-11th June 2020","[('Slaughter and May', 'Appellants'), (""Her Majesty's Revenue and Customs"", 'Respondent'), (""Her Majesty's Revenue and Customs"", 'Appellant'), ('Slaughter and May', '')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2020/874.html,"Peter Mantle (instructed by the General Counsel and Solicitor to HM Revenue and Customs) for the Appellants
David Scorey QC (instructed by Deloitte LLP) for the Respondent
Hearing date: 30 June 2020","[('the General Counsel and Solicitor to HM Revenue and Customs', 'Appellants'), ('Deloitte LLP', 'Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2020/1037.html,"Ian Wise QC & Michael Armitage (instructed by Hodge, Jones and Allen Solicitors Ltd) for the Appellant
Daniel Stilitz QC and Michael White (instructed by DAC Beachcroft LLP) for the Respondent
Julia Smyth (instructed by Government Legal Department) for the Interested Party
Hearing date: 22nd July 2020","[('Hodge, Jones and Allen Solicitors Ltd', 'Appellant'), ('DAC Beachcroft LLP', 'Respondent'), ('Government Legal Department', 'Interested Party')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2020/1259.html,"Richard Ground QC and Ben Du Feu (instructed by Harrison Grant) for the Appellant
Hashi Mohamed (instructed by Law and Governance Mendip District Council) for the Respondent
The Interested Party did not appear and was not represented
Hearing date: 28 July 2020","[('Harrison Grant', 'Appellant'), ('Law and Governance Mendip District Council', 'Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2020/1301.html,"Mr Tim Owen QC, Mr Danny Simpson, and Ms Michelle Butler (instructed by IOPC Legal Service Directorate) for the defendant/ appellant, IOPC
Ms Rosemary Davidson (instructed by Slater and Gordon Lawyers UK) for the claimant/respondent, W80
Ms Philippa Kaufmann QC and Ms Fiona Murphy (instructed by Bhatt Murphy) for Ms Demetrio
Mr John Beggs QC and Mr James Berry (instructed by Civil Nuclear Constabulary Legal Services) for the National Police Chief's Council
Mr Jonathan Moffett QC (instructed by the Government Legal Department) for the College of Policing
Mr Jason Beer QC and Mr Robert Cohen (instructed by the Metropolitan Police Service's Directorate of Legal Services) for the Commissioner of Police for the Metropolis
Hearing dates: 7th, 8th and 9th July 2020","[('IOPC Legal Service Directorate', 'defendant/ appellant, IOPC'), ('Slater and Gordon Lawyers UK', 'claimant/respondent, W80'), ('Civil Nuclear Constabulary Legal Services', ""National Police Chief's Council""), ('the Government Legal Department', 'College of Policing'), (""the Metropolitan Police Service's Directorate of Legal Services"", 'Commissioner of Police for the Metropolis')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2020/1419.html,"Mr Laurent Sykes QC (instructed by Vinson & Elkins LLP) for the Appellants
Mr Michael Jones (instructed by the General Counsel and Solicitor to HM Revenue and Customs) for the Respondents
Hearing date: 6 October 2020","[('Vinson & Elkins LLP', 'Appellants'), ('the General Counsel and Solicitor to HM Revenue and Customs', 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2020/1475.html,"Mr Daniel Beard QC and Mr David Gregory (instructed by Travers Smith LLP) appeared on behalf of the DAF Appellants
Mr Paul Harris QC, Mr Ben Rayment and Ms Alexandra Littlewood (instructed by Quinn Emanuel Urquhart & Sullivan UK LLP) appeared on behalf of the Daimler Appellants
Ms Monica Carss-Frisk QC and Mr Matthew Kennedy (instructed by Herbert Smith Freehills LLP) appeared on behalf of the Iveco Appellants
Mr Daniel Jowell QC and Mr Tom Pascoe (instructed by Slaughter and May) appeared on behalf of the MAN Appellants
Ms Sarah Ford QC and Mr Daniel Piccinin (instructed by Freshfields Bruckhaus Deringer LLP) appeared on behalf of the Volvo/Renault Appellants
 Mr Tim Ward QC, Mr Ben Lask and Ms Anneliese Blackwood (instructed by Bryan Cave Leighton Paisner LLP) appeared on behalf of the Respondents in the appeals in the Royal Mail Group Limited, BT Group PLC and Dawsongroup Plc actions
Mr Mark Brealey QC and Mr Derek Spitz (instructed by Ashurst LLP) appeared on behalf of the Respondents in the appeals in the Ryder Limited action
Ms Marie Demetriou QC (instructed by Hausfeld & Co. LLP) appeared on behalf of the Respondents in the appeals in the Suez Groupe SAS, Veolia Environnement S.A. and Wolseley UK Limited actions

Hearing dates : 6 and 7 October 2020","[('Travers Smith LLP', 'DAF Appellants'), ('Quinn Emanuel Urquhart & Sullivan UK LLP', 'Daimler Appellants'), ('Herbert Smith Freehills LLP', 'Iveco Appellants'), ('Slaughter and May', 'MAN Appellants'), ('Freshfields Bruckhaus Deringer LLP', 'Volvo/Renault Appellants'), ('Bryan Cave Leighton Paisner LLP', 'Respondents in the appeals in the Royal Mail Group Limited, BT Group PLC and Dawsongroup Plc actions'), ('Ashurst LLP', 'Respondents in the appeals in the Ryder Limited action'), ('Hausfeld & Co. LLP', 'Respondents in the appeals in the Suez Groupe SAS, Veolia Environnement S.A. and Wolseley UK Limited actions')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2020/1466.html,"The Appellant appeared in person and was not represented
Mr Jonathan Manning and Mr Gavin McLeod (instructed by Birmingham Legal and Governance Department) for the Respondent
Hearing date: 21 October 2020","[('Birmingham Legal and Governance Department', 'Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2020/1539.html,"Justin Bates and Nick Grant (instructed by Anthony Gold Solicitors) 
for the Appellants 
Ashley Underwood QC and Riccardo Calzavara (instructed by London Borough of Waltham Forest Governance and Law) for the Respondent
Hearing date: 12 November 2020","[('Anthony Gold Solicitors', 'Appellants'), ('London Borough of Waltham Forest Governance and Law', 'Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2020/1516.html,"Mr Wilson Horne (instructed by Gateley Legal) for the Appellant
Mr Jonathan Wright (instructed by Cheshire West and Chester Council) for the Respondent
Hearing date: 27 October 2020","[('Gateley Legal', 'Appellant'), ('Cheshire West and Chester Council', 'Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2020/1744.html,"Mr David Southern QC and Mr Michael Avient (instructed by Levy & Levy) for the Appellants
Ms Sadiya Choudhury (instructed by General Counsel and Solicitor to HMRC) for the Respondent
Hearing date : 16 December 2020","[('Levy & Levy', 'Appellants'), ('General Counsel and Solicitor to HMRC', 'Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2020/1751.html,"Alex Goodman (instructed by Leigh Day Solicitors) for the Appellant
Killian Garvey (instructed by Shropshire Council Legal and Democratic Services) 
for the Respondent 
The Interested Parties did not appear and were not represented
Hearing date: 4 November 2020","[('Leigh Day Solicitors', 'Appellant'), ('Shropshire Council Legal and Democratic Services', 'Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2020/1705.html,"Mr Akash Nawbatt QC and Miss Kate Balmer (instructed by the General Counsel and Solicitor to HM Revenue and Customs) for the Appellants
Mr Sam Grodzinski QC and Mr Julian Hickey (instructed by Duane Morris) for the Respondents
Hearing dates: 13-15 October 2020","[('the General Counsel and Solicitor to HM Revenue and Customs', 'Appellants'), ('Duane Morris', 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2020/1597.html,"Mr Nicholas Bowen QC and Mr David Lemer (instructed by Watkins and Gunn Solicitors) for the Appellant
Ms Deok Joo Rhee QC and Mr Tom Tabori (instructed by London Borough of Redbridge) for the Respondent
Hearing dates: 28 & 29 October 2020","[('Watkins and Gunn Solicitors', 'Appellant'), ('London Borough of Redbridge', 'Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2019/9.html,"Mr Dan Squires QC and Ms Ayesha Christie (instructed by The Howard League for Penal Reform) for the Appellant
Mr Tom Weisselberg QC and Ms Sarah Hannett (instructed by the Government Legal Department) for the Respondent and the Interested Party
Ms Caoilfhionn Gallagher QC and Mr Adam Wagner (instructed by the Equality and Human Rights Commission) for the Intervener

Hearing dates: 7-8 November 2018","[('The Howard League for Penal Reform', 'Appellant'), ('the Government Legal Department', 'Respondent and the Interested Party'), ('the Equality and Human Rights Commission', 'Intervener')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2019/19.html,"Mr Christopher Milsom (instructed by Avon and Bristol Law Centre) for the Appellant
Mr George Mackenzie (instructed by Bristol City Council Legal Department) for the Respondent
Hearing date: 15 January 2019","[('Avon and Bristol Law Centre', 'Appellant'), ('Bristol City Council Legal Department', 'Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2019/51.html,"Sir James Eadie QC, Jessica Wells and James Rivett (instructed by General Counsel and Solicitor to HMRC) for the Appellants
Rory Mullan and Paul Luckhurst (instructed by Excello Law) for the Respondent
Hearing date : 18 December 2018","[('General Counsel and Solicitor to HMRC', 'Appellants'), ('Excello Law', 'Respondent')]"
